pais;provincia;población;latitud;longitud;iso2;iso3;capital;population;id;city_ascii
Colombia;Quindío;La Tebaida;4.45;-75.8;CO;COL;minor;46323;1170920731;La Tebaida
Colombia;Quindío;Montenegro;4.5671;-75.7504;CO;COL;minor;41857;1170267706;Montenegro
Colombia;Quindío;Quimbaya;4.6333;-75.75;CO;COL;minor;35276;1170735319;Quimbaya
Colombia;Risaralda;Apía;5.1;-75.95;CO;COL;minor;12613;1170159513;Apia
Colombia;Risaralda;Belén de Umbría;5.2;-75.8667;CO;COL;minor;25276;1170015614;Belen de Umbria
Colombia;Risaralda;Dosquebradas;4.8333;-75.6833;CO;COL;minor;179301;1170184135;Dosquebradas
Colombia;Risaralda;Guática;5.3167;-75.8;CO;COL;minor;12423;1170331290;Guatica
Colombia;Risaralda;La Celia;5.0019;-76.0039;CO;COL;minor;9660;1170761664;La Celia
Colombia;Risaralda;La Virginia;4.9167;-75.8333;CO;COL;minor;32330;1170879762;La Virginia
Colombia;Risaralda;Marsella;4.9167;-75.75;CO;COL;minor;24131;1170787775;Marsella
Colombia;Risaralda;Mistrató;5.3;-75.8833;CO;COL;minor;17527;1170662238;Mistrato
Colombia;Risaralda;Pereira;4.8143;-75.6946;CO;COL;admin;590554;1170386718;Pereira
Colombia;Risaralda;Pueblo Rico;5.25;-76.1667;CO;COL;minor;12423;1170315840;Pueblo Rico
Colombia;Risaralda;Quinchía;5.3379;-75.7296;CO;COL;minor;34005;1170201227;Quinchia
Colombia;Risaralda;Santa Rosa de Cabal;4.8667;-75.6167;CO;COL;minor;73028;1170419801;Santa Rosa de Cabal
Colombia;Risaralda;Santuario;5.0725;-75.9623;CO;COL;minor;12826;1170439701;Santuario
Colombia;San Andrés y Providencia;San Andrés;12.5847;-81.7006;CO;COL;admin;71946;1170563968;San Andres
Colombia;Santander;Barbosa;5.933;-73.621;CO;COL;minor;29581;1170376059;Barbosa
Colombia;Santander;Barrancabermeja;7.0667;-73.85;CO;COL;minor;300000;1170362340;Barrancabermeja
Colombia;Santander;Bolívar;5.9911;-73.7739;CO;COL;minor;11778;1170731054;Bolivar
Colombia;Santander;Bucaramanga;7.1333;-73;CO;COL;admin;893040;1170940590;Bucaramanga
Colombia;Santander;Charalá;6.25;-73.0833;CO;COL;minor;10211;1170539322;Charala
Colombia;Santander;Cimitarra;6.3167;-73.95;CO;COL;minor;49593;1170205431;Cimitarra
Colombia;Santander;Curití;6.6667;-73;CO;COL;minor;12065;1170526729;Curiti
Colombia;Santander;El Carmen de Chucurí;6.6981;-73.5111;CO;COL;minor;20858;1170751882;El Carmen de Chucuri
Colombia;Santander;El Playón;7.4767;-73.2081;CO;COL;minor;11252;1170615390;El Playon
Colombia;Santander;Floridablanca;7.2167;-73.0667;CO;COL;minor;295724;1170331200;Floridablanca
Colombia;Santander;Girón;7.0708;-73.1731;CO;COL;minor;152582;1170575968;Giron
Colombia;Santander;La Belleza;5.8614;-73.9683;CO;COL;minor;8596;1170636722;La Belleza
Colombia;Santander;Landázuri;6.2181;-73.8114;CO;COL;minor;15395;1170306835;Landazuri
Colombia;Santander;Lebrija;7.1131;-73.2189;CO;COL;minor;42000;1170090524;Lebrija
Colombia;Santander;Los Santos;6.9167;-73.0833;CO;COL;minor;12648;1170390233;Los Santos
Colombia;Santander;Málaga;6.7833;-72.6667;CO;COL;minor;18230;1170443368;Malaga
Colombia;Santander;Mogotes;6.4833;-72.9667;CO;COL;minor;10860;1170943912;Mogotes
Colombia;Santander;Oiba;6.2667;-73.3;CO;COL;minor;12063;1170706539;Oiba
Colombia;Santander;Piedecuesta;7.0833;-73;CO;COL;minor;150483;1170759043;Piedecuesta
Colombia;Santander;Puente Nacional;5.8833;-73.6833;CO;COL;minor;11718;1170000515;Puente Nacional
Colombia;Santander;Puerto Wilches;7.35;-73.9;CO;COL;minor;31509;1170389077;Puerto Wilches
Colombia;Santander;Rionegro;7.2642;-73.1494;CO;COL;minor;26243;1170836628;Rionegro
Colombia;Santander;Sabana de Torres;7.4;-73.5;CO;COL;minor;22512;1170400571;Sabana de Torres
Colombia;Santander;San Gil;6.5592;-73.135;CO;COL;minor;51874;1170310004;San Gil
Colombia;Santander;San Vicente de Chucurí;6.8833;-73.4167;CO;COL;minor;28084;1170349085;San Vicente de Chucuri
Colombia;Santander;Socorro;6.5333;-73.2;CO;COL;minor;31115;1170793746;Socorro
Colombia;Santander;Suaita;6.1019;-73.4406;CO;COL;minor;10006;1170125417;Suaita
Colombia;Santander;Vélez;6.0103;-73.6763;CO;COL;minor;18808;1170298824;Velez
Colombia;Santander;Zapatoca;6.8167;-73.2667;CO;COL;minor;8762;1170912223;Zapatoca
Colombia;Sucre;Buenavista;9.3222;-74.9772;CO;COL;minor;10829;1170935421;Buenavista
Colombia;Sucre;Caimito;8.8333;-75.1667;CO;COL;minor;12077;1170914117;Caimito
Colombia;Sucre;Corozal;9.3333;-75.25;CO;COL;minor;70853;1170958484;Corozal
Colombia;Sucre;Coveñas;9.4167;-75.7;CO;COL;minor;11270;1170707919;Covenas
Colombia;Sucre;El Roble;9.1;-75.2;CO;COL;minor;9786;1170150718;El Roble
Colombia;Sucre;Galeras;9.1667;-75.05;CO;COL;minor;21548;1170148348;Galeras
Colombia;Sucre;Guaranda;8.4667;-75.5333;CO;COL;minor;17422;1170473707;Guaranda
Colombia;Sucre;La Unión;8.8606;-75.2806;CO;COL;minor;11566;1170400912;La Union
Colombia;Sucre;Los Palmitos;9.3811;-75.2714;CO;COL;minor;21831;1170000253;Los Palmitos
Colombia;Sucre;Majagual;8.5;-74.6667;CO;COL;minor;34010;1170046110;Majagual
Colombia;Sucre;Morroa;9.3333;-75.3167;CO;COL;minor;14429;1170532353;Morroa
Colombia;Sucre;Ovejas;9.5;-75.1667;CO;COL;minor;20846;1170231895;Ovejas
Colombia;Sucre;Palmito;9.3333;-75.55;CO;COL;minor;13682;1170554434;Palmito
Colombia;Sucre;Sampués;9.1833;-75.3833;CO;COL;minor;37925;1170198440;Sampues
Colombia;Sucre;San Benito Abad;8.9333;-75.0333;CO;COL;minor;26595;1170661666;San Benito Abad
Colombia;Sucre;San Juan de Betulia;9.2756;-75.2456;CO;COL;minor;13437;1170286513;San Juan de Betulia
Colombia;Sucre;San Luis de Sincé;9.25;-75.15;CO;COL;minor;35022;1170323001;San Luis de Since
Colombia;Sucre;San Marcos;8.6611;-75.1347;CO;COL;minor;59976;1170680965;San Marcos
Colombia;Sucre;San Onofre;9.7333;-75.5333;CO;COL;minor;51991;1170481491;San Onofre
Colombia;Sucre;San Pedro;8.7333;-74.7167;CO;COL;;18029;1170847061;San Pedro
Colombia;Sucre;Santiago de Tolú;9.5333;-75.5833;CO;COL;minor;35670;1170666994;Santiago de Tolu
Colombia;Sucre;Sincelejo;9.295;-75.3961;CO;COL;admin;286716;1170364198;Sincelejo
Colombia;Sucre;Sucre;8.8139;-74.7253;CO;COL;minor;22480;1170782443;Sucre
Colombia;Sucre;Tolú Viejo;9.45;-75.45;CO;COL;minor;20033;1170864829;Tolu Viejo
Colombia;Tolima;Alvarado;4.5667;-74.95;CO;COL;minor;8873;1170398878;Alvarado
Colombia;Tolima;Anzoátegui;4.6339;-75.0972;CO;COL;minor;18849;1170133861;Anzoategui
Colombia;Tolima;Ataco;3.6;-75.3833;CO;COL;minor;13470;1170693038;Ataco
Colombia;Tolima;Cajamarca;4.4167;-75.5;CO;COL;minor;17309;1170462346;Cajamarca
Colombia;Tolima;Carmen de Apicalá;4.15;-74.7333;CO;COL;minor;8880;1170771576;Carmen de Apicala
Colombia;Tolima;Chaparral;3.75;-75.5833;CO;COL;minor;50367;1170193964;Chaparral
Colombia;Tolima;Coello;4.3333;-74.9167;CO;COL;minor;9887;1170249234;Coello
Colombia;Tolima;Coyaima;3.8333;-75.0833;CO;COL;minor;28443;1170700858;Coyaima
Colombia;Tolima;Cunday;4.0833;-74.6667;CO;COL;minor;9544;1170276420;Cunday
Colombia;Tolima;Espinal;4.2;-74.8333;CO;COL;minor;75828;1170084447;Espinal
Colombia;Tolima;Falan;5.1333;-74.95;CO;COL;minor;9204;1170115815;Falan
Colombia;Tolima;Flandes;4.2833;-74.8;CO;COL;minor;29478;1170495426;Flandes
Colombia;Tolima;Fresno;5.1556;-75.0403;CO;COL;minor;29794;1170216002;Fresno
Colombia;Tolima;Guamo;4.0833;-74.9167;CO;COL;minor;31350;1170113847;Guamo
Colombia;Tolima;Guayabal;4.9633;-74.9056;CO;COL;minor;11490;1170472298;Guayabal
Colombia;Tolima;Honda;5.2042;-74.7417;CO;COL;minor;23830;1170848069;Honda
Colombia;Tolima;Ibagué;4.4333;-75.2333;CO;COL;admin;546003;1170245063;Ibague
Colombia;Tolima;Icononzo;4.1833;-74.5333;CO;COL;minor;10801;1170002188;Icononzo
Colombia;Tolima;Lérida;4.9;-74.9167;CO;COL;minor;17197;1170865929;Lerida
Colombia;Tolima;Líbano;4.9167;-75.1667;CO;COL;minor;39665;1170994564;Libano
Colombia;Tolima;Melgar;4.2039;-74.6428;CO;COL;minor;37224;1170387585;Melgar
Colombia;Tolima;Natagaima;3.5833;-75.0833;CO;COL;minor;22320;1170715642;Natagaima
Colombia;Tolima;Ortega;3.9167;-75.25;CO;COL;minor;32164;1170797038;Ortega
Colombia;Tolima;Palocabildo;5.1333;-75.0333;CO;COL;minor;9120;1170027378;Palocabildo
Colombia;Tolima;Planadas;3.1964;-75.6444;CO;COL;minor;30117;1170444880;Planadas
Colombia;Tolima;Purificación;3.8586;-74.9306;CO;COL;minor;29539;1170787107;Purificacion
Colombia;Tolima;Rioblanco;3.5;-75.8333;CO;COL;minor;24139;1170893363;Rioblanco
Colombia;Tolima;Rovira;4.25;-75.3333;CO;COL;minor;20255;1170046008;Rovira
Colombia;Tolima;Saldaña;3.9347;-75.0203;CO;COL;minor;14329;1170588181;Saldana
Colombia;Tolima;San Antonio;3.9167;-75.5;CO;COL;minor;14400;1170845571;San Antonio
Colombia;Tolima;San Sebastián de Mariquita;5.25;-74.9167;CO;COL;minor;32642;1170963203;San Sebastian de Mariquita
Colombia;Tolima;Venadillo;4.75;-74.9167;CO;COL;minor;19586;1170931543;Venadillo
Colombia;Tolima;Villahermosa;5;-75.1667;CO;COL;minor;10696;1170425263;Villahermosa
Colombia;Valle del Cauca;Alcalá;4.6667;-75.75;CO;COL;minor;12716;1170054347;Alcala
Colombia;Valle del Cauca;Andalucía;4.1667;-76.1667;CO;COL;minor;25467;1170644836;Andalucia
Colombia;Valle del Cauca;Ansermanuevo;4.8;-76;CO;COL;minor;19557;1170498489;Ansermanuevo
Colombia;Valle del Cauca;Bolívar;4.3386;-76.1847;CO;COL;minor;13954;1170438450;Bolivar
Colombia;Valle del Cauca;Buenaventura;3.8772;-77.0267;CO;COL;minor;423927;1170287988;Buenaventura
Colombia;Valle del Cauca;Bugalagrande;4.2167;-76.1667;CO;COL;minor;20970;1170646923;Bugalagrande
Colombia;Valle del Cauca;Caicedonia;4.3333;-75.8333;CO;COL;minor;28825;1170729476;Caicedonia
Colombia;Valle del Cauca;Cali;3.4206;-76.5222;CO;COL;admin;2838333;1170417589;Cali
Colombia;Valle del Cauca;Candelaria;3.4;-76.3833;CO;COL;minor;95413;1170406010;Candelaria
Colombia;Valle del Cauca;Cartago;4.7;-75.9167;CO;COL;minor;142902;1170225267;Cartago
Colombia;Valle del Cauca;Dagua;3.6667;-76.7;CO;COL;minor;36891;1170326563;Dagua
Colombia;Valle del Cauca;Darién;3.9167;-76.6667;CO;COL;minor;16054;1170479782;Darien
Colombia;Valle del Cauca;El Águila;4.9167;-76.0833;CO;COL;minor;11069;1170584025;El Aguila
Colombia;Valle del Cauca;El Cairo;4.75;-76.25;CO;COL;minor;9976;1170273914;El Cairo
Colombia;Valle del Cauca;El Cerrito;3.6667;-76.1667;CO;COL;minor;56470;1170510590;El Cerrito
Colombia;Valle del Cauca;El Dovio;4.5167;-76.2333;CO;COL;minor;8508;1170108297;El Dovio
Colombia;Valle del Cauca;Florida;3.3275;-76.2386;CO;COL;minor;58988;1170190923;Florida
Colombia;Valle del Cauca;Ginebra;3.75;-76.1667;CO;COL;minor;21815;1170109956;Ginebra
Colombia;Valle del Cauca;Guacarí;3.7667;-76.3333;CO;COL;minor;35513;1170383272;Guacari
Colombia;Valle del Cauca;Guadalajara de Buga;3.9;-76.3019;CO;COL;minor;128945;1170472765;Guadalajara de Buga
Colombia;Valle del Cauca;Jamundí;3.2667;-76.55;CO;COL;minor;130114;1170503987;Jamundi
Colombia;Valle del Cauca;La Cumbre;3;38;CO;COL;minor;11512;1170149115;La Cumbre
Colombia;Valle del Cauca;La Unión;3.6539;-76.5722;CO;COL;minor;40339;1170145484;La Union
Colombia;Valle del Cauca;La Victoria;4.5214;-76.0364;CO;COL;minor;13247;1170932962;La Victoria
Colombia;Valle del Cauca;Obando;4.5833;-75.9167;CO;COL;minor;14980;1170669388;Obando
Colombia;Valle del Cauca;Palmira;3.5833;-76.25;CO;COL;minor;358895;1170969619;Palmira
Colombia;Valle del Cauca;Pradera;3.4167;-76.1667;CO;COL;minor;57990;1170774780;Pradera
Colombia;Valle del Cauca;Restrepo;3.825;-76.525;CO;COL;minor;16227;1170000422;Restrepo
Colombia;Valle del Cauca;Riofrío;4.1561;-76.2878;CO;COL;minor;14716;1170785545;Riofrio
Colombia;Valle del Cauca;Roldanillo;4.4167;-76.15;CO;COL;minor;33697;1170267836;Roldanillo
Colombia;Valle del Cauca;San Pedro;4;-76.2292;CO;COL;minor;18128;1170576529;San Pedro
Colombia;Valle del Cauca;Sevilla;4.2689;-75.9361;CO;COL;minor;41153;1170453618;Sevilla
Colombia;Valle del Cauca;Toro;4.6117;-76.0814;CO;COL;minor;16394;1170854707;Toro
Colombia;Valle del Cauca;Trujillo;4.25;-76.3333;CO;COL;minor;18142;1170602348;Trujillo
Colombia;Valle del Cauca;Tuluá;4.0833;-76.2;CO;COL;minor;219138;1170721938;Tulua
Colombia;Valle del Cauca;Vijes;3.7;-76.45;CO;COL;minor;11010;1170640729;Vijes
Colombia;Valle del Cauca;Yotoco;3.8667;-76.3833;CO;COL;minor;16263;1170305801;Yotoco
Colombia;Valle del Cauca;Yumbo;3.585;-76.4958;CO;COL;minor;95072;1170917722;Yumbo
Colombia;Valle del Cauca;Zarzal;4.3983;-76.0772;CO;COL;minor;47062;1170495189;Zarzal
Colombia;Vaupés;Mitú;1.1983;-70.1733;CO;COL;admin;28382;1170846096;Mitu
Colombia;Vichada;Cumaribo;4.4333;-69.8;CO;COL;minor;43138;1170966663;Cumaribo
Colombia;Vichada;La Primavera;5.4906;-70.4092;CO;COL;minor;17626;1170159193;La Primavera
Colombia;Vichada;Puerto Carreño;6.1903;-67.4836;CO;COL;admin;16763;1170291142;Puerto Carreno
