pais;provincia;población;latitud;longitud;iso2;iso3;capital;population;id;city_ascii
Colombia;Chocó;Tadó;5.2667;-76.5667;CO;COL;minor;18906;1170279230;Tado
Colombia;Chocó;Unguía;8.05;-77.1;CO;COL;minor;12192;1170526283;Unguia
Colombia;Córdoba;Ayapel;8.3167;-75.15;CO;COL;minor;47247;1170146577;Ayapel
Colombia;Córdoba;Buenavista;8.6833;-75.25;CO;COL;minor;22711;1170230620;Buenavista
Colombia;Córdoba;Buenavista;8.6805;-75.2554;CO;COL;;18344;1170418186;Buenavista
Colombia;Córdoba;Canalete;8.79;-76.2411;CO;COL;minor;23520;1170068172;Canalete
Colombia;Córdoba;Cereté;8.8833;-75.8;CO;COL;minor;94935;1170926689;Cerete
Colombia;Córdoba;Chimá;9.15;-75.6333;CO;COL;minor;13492;1170217235;Chima
Colombia;Córdoba;Chinú;9.0833;-75.3333;CO;COL;minor;50313;1170780523;Chinu
Colombia;Córdoba;Ciénaga de Oro;8.8833;-75.6167;CO;COL;minor;64226;1170711004;Cienaga de Oro
Colombia;Córdoba;Cotorra;9.05;-75.8;CO;COL;minor;16215;1170561401;Cotorra
Colombia;Córdoba;La Apartada;8.1006;-75.3825;CO;COL;minor;15204;1170000626;La Apartada
Colombia;Córdoba;Lorica;9.2419;-75.816;CO;COL;minor;52771;1170094504;Lorica
Colombia;Córdoba;Los Córdobas;8.9;-76.3667;CO;COL;minor;26705;1170780435;Los Cordobas
Colombia;Córdoba;Momil;9.2333;-75.6833;CO;COL;minor;16264;1170726403;Momil
Colombia;Córdoba;Montelíbano;7.975;-75.4208;CO;COL;minor;90450;1170283887;Montelibano
Colombia;Córdoba;Montería;8.75;-75.8833;CO;COL;admin;400000;1170855299;Monteria
Colombia;Córdoba;Moñitos;9.2503;-76.1325;CO;COL;minor;29117;1170797471;Monitos
Colombia;Córdoba;Planeta Rica;8.4089;-75.5819;CO;COL;minor;69285;1170924519;Planeta Rica
Colombia;Córdoba;Pueblo Nuevo;8.5008;-75.5072;CO;COL;minor;41684;1170000348;Pueblo Nuevo
Colombia;Córdoba;Puerto Escondido;8.95;-76.25;CO;COL;minor;32745;1170484515;Puerto Escondido
Colombia;Córdoba;Puerto Libertador;7.9067;-75.6733;CO;COL;minor;53990;1170000625;Puerto Libertador
Colombia;Córdoba;Purísima de la Concepción;9.2333;-75.7333;CO;COL;minor;14705;1170780807;Purisima de la Concepcion
Colombia;Córdoba;Sahagún;8.95;-75.45;CO;COL;minor;90487;1170230630;Sahagun
Colombia;Córdoba;San Andrés de Sotavento;9.15;-75.5;CO;COL;minor;47282;1170392574;San Andres de Sotavento
Colombia;Córdoba;San Antero;9.3833;-75.75;CO;COL;minor;33662;1170032632;San Antero
Colombia;Córdoba;San Bernardo del Viento;9.35;-75.95;CO;COL;minor;34782;1170684147;San Bernardo del Viento
Colombia;Córdoba;San Carlos;8.8006;-75.7022;CO;COL;minor;28597;1170505254;San Carlos
Colombia;Córdoba;San Pelayo;8.9667;-75.85;CO;COL;minor;45396;1170248105;San Pelayo
Colombia;Córdoba;Tierralta;7.9167;-76.1667;CO;COL;minor;78770;1170909785;Tierralta
Colombia;Córdoba;Tuchín;9.1833;-75.55;CO;COL;minor;41345;1170331155;Tuchin
Colombia;Córdoba;Valencia;8.2;-76.2167;CO;COL;minor;46897;1170188761;Valencia
Colombia;Cundinamarca;Agua de Dios;4.3781;-74.6739;CO;COL;minor;13182;1170261758;Agua de Dios
Colombia;Cundinamarca;Anapoima;4.5503;-74.5361;CO;COL;minor;14519;1170450555;Anapoima
Colombia;Cundinamarca;Anolaima;4.7617;-74.464;CO;COL;minor;12911;1170457629;Anolaima
Colombia;Cundinamarca;Arbeláez;4.2725;-74.4151;CO;COL;minor;12292;1170472184;Arbelaez
Colombia;Cundinamarca;Bojacá;4.7336;-74.3422;CO;COL;minor;9256;1170070721;Bojaca
Colombia;Cundinamarca;Cachipay;4.7308;-74.4375;CO;COL;minor;9833;1170432909;Cachipay
Colombia;Cundinamarca;Cajicá;4.9167;-74.0333;CO;COL;minor;82244;1170852541;Cajica
Colombia;Cundinamarca;Caparrapí;5.3442;-74.4917;CO;COL;minor;10301;1170076731;Caparrapi
Colombia;Cundinamarca;Cáqueza;4.4053;-73.9478;CO;COL;minor;17048;1170175410;Caqueza
Colombia;Cundinamarca;Carmen de Carupa;5.3503;-73.9053;CO;COL;minor;9109;1170408211;Carmen de Carupa
Colombia;Cundinamarca;Chía;4.85;-74.05;CO;COL;minor;124309;1170046785;Chia
Colombia;Cundinamarca;Choachí;4.5297;-73.9236;CO;COL;minor;10729;1170262604;Choachi
Colombia;Cundinamarca;Chocontá;5.1467;-73.6825;CO;COL;minor;25257;1170690374;Choconta
Colombia;Cundinamarca;Cogua;5.0667;-73.9833;CO;COL;minor;24092;1170991139;Cogua
Colombia;Cundinamarca;Cota;4.8167;-74.1;CO;COL;minor;32691;1170708586;Cota
Colombia;Cundinamarca;El Colegio;4.5808;-74.4425;CO;COL;minor;22247;1170000628;El Colegio
Colombia;Cundinamarca;El Rosal;4.8519;-74.2628;CO;COL;minor;18958;1170518827;El Rosal
Colombia;Cundinamarca;Facatativá;4.8167;-74.3667;CO;COL;minor;145080;1170830205;Facatativa
Colombia;Cundinamarca;Fómeque;4.4847;-73.8936;CO;COL;minor;12214;1170945629;Fomeque
Colombia;Cundinamarca;Funza;4.7167;-74.2167;CO;COL;minor;90671;1170562658;Funza
Colombia;Cundinamarca;Fusagasugá;4.3452;-74.3618;CO;COL;minor;170241;1170322047;Fusagasuga
Colombia;Cundinamarca;Gachancipá;4.9908;-73.8731;CO;COL;minor;17026;1170853649;Gachancipa
Colombia;Cundinamarca;Gachetá;4.8176;-73.636;CO;COL;minor;11086;1170649939;Gacheta
Colombia;Cundinamarca;Girardot;4.305;-74.8017;CO;COL;minor;129834;1170838212;Girardot
Colombia;Cundinamarca;Granada;4.5186;-74.3514;CO;COL;minor;9253;1170616970;Granada
Colombia;Cundinamarca;Guachetá;5.3856;-73.6856;CO;COL;minor;11385;1170660676;Guacheta
Colombia;Cundinamarca;Guaduas;5.0694;-74.5981;CO;COL;minor;41142;1170513211;Guaduas
Colombia;Cundinamarca;Guasca;4.8658;-73.8772;CO;COL;minor;15727;1170022740;Guasca
Colombia;Cundinamarca;Junín;4.7903;-73.8136;CO;COL;minor;8720;1170184431;Junin
Colombia;Cundinamarca;La Calera;4.7531;-73.92;CO;COL;minor;28908;1170042987;La Calera
Colombia;Cundinamarca;La Mesa;4.6303;-74.4625;CO;COL;minor;33241;1170000629;La Mesa
Colombia;Cundinamarca;La Palma;5.3606;-74.3897;CO;COL;minor;11012;1170347214;La Palma
Colombia;Cundinamarca;La Vega;4.9992;-74.3411;CO;COL;minor;13085;1170671820;La Vega
Colombia;Cundinamarca;Lenguazaque;5.3069;-73.7061;CO;COL;minor;10268;1170060796;Lenguazaque
Colombia;Cundinamarca;Madrid;4.7344;-74.2683;CO;COL;minor;112254;1170693388;Madrid
Colombia;Cundinamarca;Medina;4.5092;-73.3494;CO;COL;minor;10205;1170855873;Medina
Colombia;Cundinamarca;Mosquera;4.7078;-74.2328;CO;COL;minor;128012;1170751552;Mosquera
Colombia;Cundinamarca;Nemocón;5.05;-73.8833;CO;COL;minor;13488;1170453041;Nemocon
Colombia;Cundinamarca;Pacho;5.1306;-74.1583;CO;COL;minor;27977;1170161563;Pacho
Colombia;Cundinamarca;Pasca;4.3075;-74.3008;CO;COL;minor;12175;1170537329;Pasca
Colombia;Cundinamarca;Puerto Salgar;5.5;-74.5833;CO;COL;minor;15019;1170945460;Puerto Salgar
Colombia;Cundinamarca;Ricaurte;4.2792;-74.7728;CO;COL;minor;12881;1170544866;Ricaurte
Colombia;Cundinamarca;San Antonio del Tequendama;4.6328;-74.3522;CO;COL;minor;13084;1170251762;San Antonio del Tequendama
Colombia;Cundinamarca;Sasaima;4.965;-74.4347;CO;COL;minor;9807;1170341139;Sasaima
Colombia;Cundinamarca;Sesquilé;5.0453;-73.7972;CO;COL;minor;13936;1170884868;Sesquile
Colombia;Cundinamarca;Sibaté;4.4908;-74.2594;CO;COL;minor;38412;1170223176;Sibate
Colombia;Cundinamarca;Silvania;4.4033;-74.3881;CO;COL;minor;22020;1170709496;Silvania
Colombia;Cundinamarca;Simijaca;5.5019;-73.8519;CO;COL;minor;13077;1170095690;Simijaca
Colombia;Cundinamarca;Soacha;4.5872;-74.2214;CO;COL;minor;522442;1170512000;Soacha
Colombia;Cundinamarca;Sopó;4.9167;-73.9333;CO;COL;minor;29120;1170179207;Sopo
Colombia;Cundinamarca;Subachoque;4.9281;-74.1736;CO;COL;minor;16117;1170356384;Subachoque
Colombia;Cundinamarca;Suesca;5.1;-73.8;CO;COL;minor;17318;1170580731;Suesca
Colombia;Cundinamarca;Susa;5.4528;-73.814;CO;COL;minor;12302;1170534475;Susa
Colombia;Cundinamarca;Tabio;4.9158;-74.0983;CO;COL;minor;29731;1170060372;Tabio
Colombia;Cundinamarca;Tausa;5.1964;-73.8875;CO;COL;minor;8801;1170046469;Tausa
Colombia;Cundinamarca;Tena;4.6547;-74.39;CO;COL;minor;8941;1170594078;Tena
Colombia;Cundinamarca;Tenjo;4.9167;-74.1667;CO;COL;minor;20269;1170657903;Tenjo
Colombia;Cundinamarca;Tocaima;4.5;-74.6667;CO;COL;minor;18790;1170682674;Tocaima
Colombia;Cundinamarca;Tocancipá;4.9657;-73.9136;CO;COL;minor;36439;1170000496;Tocancipa
Colombia;Cundinamarca;Ubalá;4.7439;-73.5347;CO;COL;minor;10718;1170000627;Ubala
Colombia;Cundinamarca;Une;4.4019;-74.025;CO;COL;minor;9196;1170857775;Une
Colombia;Cundinamarca;Villa de San Diego de Ubaté;5.3072;-73.8144;CO;COL;minor;39568;1170489797;Villa de San Diego de Ubate
Colombia;Cundinamarca;Villapinzón;5.2167;-73.6;CO;COL;minor;21049;1170598594;Villapinzon
Colombia;Cundinamarca;Villeta;5.0083;-74.4738;CO;COL;minor;43574;1170441862;Villeta
Colombia;Cundinamarca;Viotá;4.4381;-74.5239;CO;COL;minor;12589;1170693383;Viota
Colombia;Cundinamarca;Yacopí;5.4667;-74.3333;CO;COL;minor;10887;1170241710;Yacopi
Colombia;Cundinamarca;Zipaquirá;5.0333;-74;CO;COL;minor;196409;1170798590;Zipaquira
Colombia;Guainía;Inírida;3.8653;-67.9239;CO;COL;admin;20279;1170563591;Inirida
Colombia;Guaviare;Calamar;1.9206;-72.5542;CO;COL;minor;9091;1170732993;Calamar
Colombia;Guaviare;El Retorno;2.3306;-72.6278;CO;COL;minor;24562;1170783770;El Retorno
Colombia;Guaviare;San José del Guaviare;2.5667;-72.6333;CO;COL;admin;68878;1170839384;San Jose del Guaviare
Colombia;Huila;Acevedo;1.8192;-75.8964;CO;COL;minor;39877;1170946838;Acevedo
Colombia;Huila;Aipe;3.2167;-75.2333;CO;COL;minor;29177;1170334427;Aipe
Colombia;Huila;Algeciras;2.5333;-75.3167;CO;COL;minor;24708;1170438880;Algeciras
Colombia;Huila;Campoalegre;2.6867;-75.3256;CO;COL;minor;34923;1170655224;Campoalegre
Colombia;Huila;Garzón;2.1819;-75.6578;CO;COL;minor;69823;1170149755;Garzon
Colombia;Huila;Gigante;2.3867;-75.5461;CO;COL;minor;35498;1170264129;Gigante
Colombia;Huila;Guadalupe;2.025;-75.7572;CO;COL;minor;22867;1170375870;Guadalupe
Colombia;Huila;Íquira;2.65;-75.65;CO;COL;minor;9064;1170529442;Iquira
Colombia;Huila;Isnos;1.9333;-76.2333;CO;COL;minor;28530;1170081298;Isnos
Colombia;Huila;La Argentina;2.1961;-75.98;CO;COL;minor;12475;1170000037;La Argentina
Colombia;Huila;La Plata;2.39;-75.9075;CO;COL;minor;67220;1170531527;La Plata
Colombia;Huila;Neiva;2.9345;-75.2809;CO;COL;admin;380019;1170159963;Neiva
Colombia;Huila;Oporapa;2.05;-75.9667;CO;COL;minor;11111;1170571598;Oporapa
Colombia;Huila;Palermo;2.8917;-75.4375;CO;COL;minor;800000;1170614290;Palermo
Colombia;Huila;Palestina;1.75;-76.0667;CO;COL;minor;10454;1170209006;Palestina
Colombia;Huila;Pital;2.987;-75.826;CO;COL;minor;12246;1170707654;Pital
Colombia;Huila;Pitalito;1.8989;-76.0419;CO;COL;minor;133205;1170820158;Pitalito
Colombia;Huila;Rivera;2.7853;-75.2589;CO;COL;minor;22877;1170362771;Rivera
Colombia;Huila;Saladoblanco;2.0167;-76.05;CO;COL;minor;10076;1170865938;Saladoblanco
Colombia;Huila;San Agustín;1.9;-76.2833;CO;COL;minor;34120;1170663571;San Agustin
Colombia;Huila;Santa María;2.95;-75.65;CO;COL;;10215;1170000610;Santa Maria
Colombia;Huila;Suaza;1.9833;-75.8167;CO;COL;minor;21119;1170853182;Suaza
Colombia;Huila;Tarqui;2.1106;-75.8231;CO;COL;minor;16108;1170724338;Tarqui
Colombia;Huila;Tello;3.0667;-75.1333;CO;COL;minor;10273;1170282620;Tello
Colombia;Huila;Teruel;2.75;-75.5667;CO;COL;minor;8876;1170243677;Teruel
Colombia;Huila;Tesalia;2.4833;-75.7333;CO;COL;minor;9767;1170389636;Tesalia
Colombia;Huila;Timaná;1.9833;-75.95;CO;COL;minor;20463;1170667913;Timana
Colombia;Huila;Yaguará;2.6661;-75.5186;CO;COL;minor;8952;1170717025;Yaguara
Colombia;La Guajira;Albania;11.1597;-72.5856;CO;COL;minor;19429;1170788671;Albania
Colombia;La Guajira;Barrancas;11;-72.75;CO;COL;minor;37554;1170612474;Barrancas
Colombia;La Guajira;Dibulla;11.2667;-73.3;CO;COL;minor;37854;1170252076;Dibulla
Colombia;La Guajira;Distracción;10.9;-72.8833;CO;COL;minor;17112;1170180285;Distraccion
Colombia;La Guajira;El Molino;10.6533;-72.9242;CO;COL;minor;9121;1170022432;El Molino
Colombia;La Guajira;Fonseca;10.8333;-72.8333;CO;COL;minor;39662;1170493430;Fonseca
Colombia;La Guajira;Hatonuevo;11.0694;-72.7669;CO;COL;minor;23911;1170166285;Hatonuevo
Colombia;La Guajira;Maicao;11.3778;-72.2389;CO;COL;minor;123757;1170370871;Maicao
Colombia;La Guajira;Manaure;11.7792;-72.4494;CO;COL;minor;67584;1170534927;Manaure
Colombia;La Guajira;Ríohacha;11.5442;-72.9069;CO;COL;admin;167865;1170903069;Riohacha
Colombia;La Guajira;San Juan del Cesar;10.7667;-73;CO;COL;minor;39472;1170398526;San Juan del Cesar
Colombia;La Guajira;Uribia;11.9167;-72;CO;COL;minor;117674;1170046204;Uribia
Colombia;La Guajira;Uripa;11.9167;-72;CO;COL;;198890;1170417561;Uripa
Colombia;La Guajira;Urumita;10.5667;-73.0167;CO;COL;minor;19629;1170312888;Urumita
Colombia;La Guajira;Villanueva;10.6;-72.9833;CO;COL;minor;28736;1170525155;Villanueva
Colombia;Magdalena;Algarrobo;10.1;-74.2667;CO;COL;minor;14294;1170405852;Algarrobo
Colombia;Magdalena;Algarrobo;10.1;-74.2667;CO;COL;;14294;1170512460;Algarrobo
Colombia;Magdalena;Aracataca;10.5937;-74.1928;CO;COL;minor;40400;1170335661;Aracataca
Colombia;Magdalena;Buenavista;9.3333;-74.3;CO;COL;;8749;1170070362;Buenavista
Colombia;Magdalena;Chivolo;10.0261;-74.6211;CO;COL;minor;24932;1170052767;Chivolo
Colombia;Magdalena;Ciénaga;11.0069;-74.25;CO;COL;minor;129414;1170825751;Cienaga
Colombia;Magdalena;Concordia;10.2667;-74.8333;CO;COL;minor;9681;1170555051;Concordia
Colombia;Magdalena;El Banco;8.9983;-73.9747;CO;COL;minor;72131;1170111607;El Banco
Colombia;Magdalena;El Difícil;9.85;-74.2386;CO;COL;minor;32637;1170207587;El Dificil
Colombia;Magdalena;El Piñón;10.3333;-74.6667;CO;COL;minor;16752;1170478027;El Pinon
Colombia;Magdalena;El Retén;10.6167;-74.2667;CO;COL;minor;20981;1170874464;El Reten
Colombia;Magdalena;Fundación;10.5214;-74.1867;CO;COL;minor;90514;1170906059;Fundacion
Colombia;Magdalena;Guamal;9.1472;-74.23;CO;COL;minor;28277;1170423757;Guamal
Colombia;Magdalena;Nueva Granada;9.8031;-74.3903;CO;COL;minor;21612;1170955196;Nueva Granada
Colombia;Magdalena;Pijiño del Carmen;9.3333;-74.45;CO;COL;minor;15759;1170562025;Pijino del Carmen
Colombia;Magdalena;Pivijay;10.4667;-74.6167;CO;COL;minor;33225;1170978231;Pivijay
Colombia;Magdalena;Plato;9.7919;-74.7872;CO;COL;minor;61856;1170202938;Plato
Colombia;Magdalena;Puebloviejo;10.9942;-74.2833;CO;COL;minor;33030;1170245441;Puebloviejo
Colombia;Magdalena;San Antonio;10;-74.6667;CO;COL;;12364;1170443543;San Antonio
Colombia;Magdalena;San Sebastián de Buenavista;9.2403;-74.3556;CO;COL;minor;18865;1170564424;San Sebastian de Buenavista
Colombia;Magdalena;San Zenón;9.245;-74.4992;CO;COL;minor;9107;1170977298;San Zenon
Colombia;Magdalena;Santa Ana;9.319;-74.57;CO;COL;minor;25938;1170325175;Santa Ana
Colombia;Magdalena;Santa Bárbara de Pinto;9.4333;-74.7;CO;COL;minor;12610;1170483777;Santa Barbara de Pinto
Colombia;Magdalena;Santa Marta;11.2419;-74.2053;CO;COL;admin;515556;1170715594;Santa Marta
Colombia;Magdalena;Sitionuevo;10.7833;-74.7167;CO;COL;minor;31706;1170226891;Sitionuevo
Colombia;Magdalena;Tenerife;9.8989;-74.8589;CO;COL;minor;14320;1170763439;Tenerife
Colombia;Magdalena;Tíogollo;10.3408;-74.7333;CO;COL;;17308;1170688181;Tiogollo
Colombia;Meta;Acacías;3.9878;-73.7597;CO;COL;minor;75252;1170420071;Acacias
Colombia;Meta;Castilla La Nueva;3.8333;-73.6833;CO;COL;minor;13611;1170337623;Castilla La Nueva
Colombia;Meta;Cumaral;4.2694;-73.4864;CO;COL;minor;21397;1170080308;Cumaral
Colombia;Meta;Fuente de Oro;3.4667;-73.6167;CO;COL;minor;11599;1170263395;Fuente de Oro
Colombia;Meta;Granada;3.5472;-73.7086;CO;COL;minor;56065;1170447508;Granada
Colombia;Meta;Guamal;3.88;-73.7656;CO;COL;minor;13857;1170121080;Guamal
Colombia;Meta;Hato Corozal;3.1833;-73.75;CO;COL;;11431;1170673872;Hato Corozal
Colombia;Meta;La Macarena;2.1828;-73.7847;CO;COL;minor;36781;1170049072;La Macarena
Colombia;Meta;Lejanías;3.5268;-74.0232;CO;COL;minor;10576;1170478276;Lejanias
Colombia;Meta;Mesetas;3.3781;-74.0447;CO;COL;minor;9751;1170008691;Mesetas
Colombia;Meta;Puerto Concordia;2.6833;-72.7667;CO;COL;minor;23131;1170046908;Puerto Concordia
Colombia;Meta;Puerto Gaitán;4.3142;-72.0825;CO;COL;minor;41513;1170781522;Puerto Gaitan
Colombia;Meta;Puerto Lleras;3.2694;-73.375;CO;COL;minor;8982;1170566483;Puerto Lleras
Colombia;Meta;Puerto López;4.0872;-72.9606;CO;COL;minor;35097;1170290556;Puerto Lopez
Colombia;Meta;Puerto Rico;2.9383;-73.2083;CO;COL;minor;11433;1170252143;Puerto Rico
Colombia;Meta;Restrepo;4.25;-73.5667;CO;COL;minor;17610;1170439018;Restrepo
Colombia;Meta;San Carlos de Guaroa;3.7111;-73.2425;CO;COL;minor;11512;1170978795;San Carlos de Guaroa
Colombia;Meta;San Juan de Arama;3.3736;-73.8767;CO;COL;minor;8728;1170213121;San Juan de Arama
Colombia;Meta;San Martín;3.6944;-73.6936;CO;COL;minor;25902;1170677493;San Martin
Colombia;Meta;Villavicencio;4.15;-73.6333;CO;COL;admin;664148;1170426927;Villavicencio
Colombia;Meta;Vistahermosa;3.1239;-73.7514;CO;COL;minor;25461;1170088623;Vistahermosa
Colombia;Nariño;Barbacoas;1.6717;-78.1397;CO;COL;minor;38708;1170561863;Barbacoas
Colombia;Nariño;Bocas de Satinga;2.3469;-78.3256;CO;COL;minor;32759;1170318285;Bocas de Satinga
Colombia;Nariño;Buesaco;1.3833;-77.1667;CO;COL;minor;26229;1170721996;Buesaco
Colombia;Nariño;Carlosama;0.8658;-77.7294;CO;COL;minor;8727;1170333785;Carlosama
Colombia;Nariño;Chachagüí;1.3605;-77.2835;CO;COL;minor;12419;1170508673;Chachagui
Colombia;Nariño;Consacá;1.2;-77.4667;CO;COL;minor;9099;1170808724;Consaca
Colombia;Nariño;Córdoba;0.855;-77.5211;CO;COL;minor;14006;1170192500;Cordoba
Colombia;Nariño;Cumbal;0.9078;-77.7908;CO;COL;minor;40492;1170478415;Cumbal
Colombia;Nariño;El Charco;2.4775;-78.1111;CO;COL;minor;42525;1170354433;El Charco
Colombia;Nariño;El Peñol;6.2186;-75.2433;CO;COL;;16223;1170074292;El Penol
Colombia;Nariño;El Tablón;1.4269;-77.0969;CO;COL;minor;13255;1170509980;El Tablon
Colombia;Nariño;El Tambo;1.4131;-77.3981;CO;COL;minor;12271;1170998419;El Tambo
Colombia;Nariño;Génova;1.6442;-77.0194;CO;COL;minor;10127;1170687201;Genova
Colombia;Nariño;Guachavés;1.2219;-77.6772;CO;COL;minor;31856;1170755614;Guachaves
Colombia;Nariño;Guachucal;0.9667;-77.7333;CO;COL;minor;18845;1170078700;Guachucal
Colombia;Nariño;Guaitarilla;1.1333;-77.5564;CO;COL;minor;12011;1170237698;Guaitarilla
Colombia;Nariño;Iles;0.9667;-77.5167;CO;COL;minor;8701;1170251090;Iles
Colombia;Nariño;Ipiales;0.8303;-77.6444;CO;COL;minor;169864;1170309931;Ipiales
Colombia;Nariño;Iscuandé;2.4444;-77.9717;CO;COL;minor;8989;1170165783;Iscuande
Colombia;Nariño;La Cruz;1.6047;-76.9742;CO;COL;minor;16674;1170176423;La Cruz
Colombia;Nariño;La Florida;1.3017;-77.4106;CO;COL;minor;9047;1170744583;La Florida
Colombia;Nariño;La Unión;1.6019;-77.1317;CO;COL;minor;25270;1170740769;La Union
Colombia;Nariño;Linares;1.35;-77.5333;CO;COL;minor;8974;1170176780;Linares
Colombia;Nariño;Mosquera;2.4903;-78.4953;CO;COL;minor;10203;1170583379;Mosquera
Colombia;Nariño;Ospina;1.0581;-77.5664;CO;COL;minor;8834;1170871794;Ospina
Colombia;Nariño;Pasto;1.2078;-77.2772;CO;COL;admin;410835;1170320545;Pasto
Colombia;Nariño;Potosí;0.8081;-77.5728;CO;COL;minor;10186;1170814336;Potosi
Colombia;Nariño;Pupiales;0.8667;-77.65;CO;COL;minor;16431;1170678513;Pupiales
Colombia;Nariño;Ricaurte;1.2108;-77.9933;CO;COL;minor;18067;1170607902;Ricaurte
Colombia;Nariño;Samaniego;1.35;-77.6;CO;COL;minor;49178;1170018906;Samaniego
Colombia;Nariño;San Bernardo;1.5108;-77.0467;CO;COL;minor;21492;1170882959;San Bernardo
Colombia;Nariño;San José;1.6967;-78.2453;CO;COL;minor;25433;1170557399;San Jose
Colombia;Nariño;San José;1.4744;-77.0836;CO;COL;minor;23279;1170922261;San Jose
Colombia;Nariño;San Lorenzo;1.5039;-77.2178;CO;COL;minor;20403;1170168710;San Lorenzo
Colombia;Nariño;San Pablo;1.6725;-77.0139;CO;COL;minor;12929;1170794698;San Pablo
Colombia;Nariño;Sandoná;1.2833;-77.4667;CO;COL;minor;25220;1170586561;Sandona
Colombia;Nariño;Sotomayor;1.4933;-77.5214;CO;COL;minor;20865;1170028050;Sotomayor
Colombia;Nariño;Taminango;1.5667;-77.2833;CO;COL;minor;21985;1170223532;Taminango
Colombia;Nariño;Tumaco;1.8067;-78.7647;CO;COL;minor;212692;1170504978;Tumaco
Colombia;Nariño;Túquerres;1.0833;-77.6167;CO;COL;minor;41205;1170724789;Tuquerres
Colombia;Nariño;Yacuanquer;1.1167;-77.4;CO;COL;minor;10579;1170229796;Yacuanquer
Colombia;Norte de Santander;Ábrego;8;-73.2;CO;COL;minor;38627;1170272362;Abrego
Colombia;Norte de Santander;Arboledas;7.6667;-72.75;CO;COL;minor;8984;1170201750;Arboledas
Colombia;Norte de Santander;Cáchira;7.75;-73.1667;CO;COL;minor;10970;1170614751;Cachira
Colombia;Norte de Santander;Chinácota;7.6167;-72.6;CO;COL;minor;16348;1170848933;Chinacota
Colombia;Norte de Santander;Chitagá;7.1333;-72.6667;CO;COL;minor;10554;1170356842;Chitaga
Colombia;Norte de Santander;Convención;8.8333;-73.2;CO;COL;minor;18112;1170793866;Convencion
Colombia;Norte de Santander;Cúcuta;7.8942;-72.5039;CO;COL;admin;806378;1170743755;Cucuta
Colombia;Norte de Santander;El Carmen;8.5128;-73.4508;CO;COL;minor;12001;1170574816;El Carmen
Colombia;Norte de Santander;El Tarra;8.5756;-73.0944;CO;COL;minor;10957;1170113123;El Tarra
Colombia;Norte de Santander;El Zulia;7.9333;-72.6;CO;COL;minor;23921;1170321590;El Zulia
Colombia;Norte de Santander;Hacarí;8.3167;-73.15;CO;COL;minor;9745;1170058977;Hacari
Colombia;Norte de Santander;La Esperanza;7.6392;-73.3358;CO;COL;minor;11040;1170817366;La Esperanza
Colombia;Norte de Santander;Los Patios;7.8333;-72.5167;CO;COL;minor;94847;1170225535;Los Patios
Colombia;Norte de Santander;Ocaña;8.2333;-73.35;CO;COL;minor;116232;1170754105;Ocana
Colombia;Norte de Santander;Pamplona;7.3781;-72.6525;CO;COL;minor;50025;1170275020;Pamplona
Colombia;Norte de Santander;Puerto Santander;8.3636;-72.4075;CO;COL;minor;10249;1170636572;Puerto Santander
Colombia;Norte de Santander;San Calixto;8.4;-73.2167;CO;COL;minor;9961;1170279369;San Calixto
Colombia;Norte de Santander;Sardinata;8.0833;-72.8;CO;COL;minor;22583;1170154538;Sardinata
Colombia;Norte de Santander;Tarrá;8.0475;-73.0836;CO;COL;;10957;1170074509;Tarra
Colombia;Norte de Santander;Teorama;8.4333;-72.2833;CO;COL;minor;23381;1170297865;Teorama
Colombia;Norte de Santander;Tibú;8.65;-72.7333;CO;COL;minor;37286;1170518089;Tibu
Colombia;Norte de Santander;Toledo;7.3131;-72.4875;CO;COL;minor;17283;1170149745;Toledo
Colombia;Norte de Santander;Villa del Rosario;7.8339;-72.4742;CO;COL;minor;107991;1170700232;Villa del Rosario
Colombia;Putumayo;La Dorada;0.3436;-76.9108;CO;COL;minor;28982;1170206428;La Dorada
Colombia;Putumayo;Mocoa;1.15;-76.6475;CO;COL;admin;56398;1170970726;Mocoa
Colombia;Putumayo;Orito;0.6661;-76.8708;CO;COL;minor;57774;1170380074;Orito
Colombia;Putumayo;Puerto Asís;0.5167;-76.5;CO;COL;minor;63067;1170627964;Puerto Asis
Colombia;Putumayo;Puerto Caicedo;0.685;-76.6044;CO;COL;minor;11122;1170335113;Puerto Caicedo
Colombia;Putumayo;Puerto Guzmán;0.9667;-76.5833;CO;COL;minor;24355;1170853414;Puerto Guzman
Colombia;Putumayo;Puerto Guzmán;0.9703;-76.5858;CO;COL;;17495;1170540013;Puerto Guzman
Colombia;Putumayo;Puerto Leguízamo;-0.1939;-74.7806;CO;COL;minor;28468;1170882938;Puerto Leguizamo
Colombia;Putumayo;Sibundoy;1.2033;-76.9192;CO;COL;minor;14104;1170369776;Sibundoy
Colombia;Putumayo;Valle del Guamuez;0.4253;-76.9053;CO;COL;;54237;1170672638;Valle del Guamuez
Colombia;Putumayo;Villagarzón;1.0294;-76.6164;CO;COL;minor;21507;1170786448;Villagarzon
Colombia;Quindío;Armenia;4.53;-75.68;CO;COL;admin;301226;1170398459;Armenia
Colombia;Quindío;Calarcá;4.5333;-75.65;CO;COL;minor;71605;1170442353;Calarca
Colombia;Quindío;Circasia;4.6167;-75.6333;CO;COL;minor;26705;1170367133;Circasia
Colombia;Quindío;Filandia;4.6667;-75.6333;CO;COL;minor;12066;1170471225;Filandia
